School_Name,School_Grade,Overall_ACH_Grade,Read_Ach_Grade,Math_Ach_Grade,Write_Ach_Grade,Sci_Ach_Grade,Overall_Weighted_Growth_Grade,Read_Growth_Grade,Math_Growth_Grade,Write_Growth_Grade,Enrol_TOT,PCT_AmInd,PCT_Asian,PCT_Black,PCT_hisp,PCT_White,PCT_PI,PCT_2ormore,PCT_FREE_MEAL,PCT_Single_Family,PCT_More_than_INCOME_60000,EDU_Population35to44years_Bachelorsdegreeorhigher,EDU_Population45to64years_Bachelorsdegreeorhigher,City,Zipcode,Address
'THE CLASSICAL ACADEMY MIDDLE SCHOOL',12,12,12,12,12,12,10,12,9,7,434,0,0.018433,0.018433,0.078341,0.845622,0,0.039171,0.0645,0.082265,0.83179,0.66,0.686,COLORADO SPRINGS,80921,975 STOUT ROAD
'THE DA VINCI ACADEMY SCHOOL',8,9,9,9,9,9,7,6,6,7,397,0.007557,0.065491,0.037783,0.103275,0.707809,0.005038,0.073048,0.0907,0.082265,0.83179,0.66,0.686,COLORADO SPRINGS,80921,1335 BRIDLE OAK LANE
'TIMBERVIEW MIDDLE SCHOOL',7,9,9,9,9,9,6,6,8,6,1076,0.003717,0.026022,0.039963,0.1329,0.73513,0.001859,0.060409,0.158,0.16435,0.80421,0.576,0.584,COLORADO SPRINGS,80920,8680 SCARBOROUGH DRIVE
'WOODMEN-ROBERTS ELEMENTARY SCHOOL',9,10,10,9,11,10,7,9,6,8,367,0.002725,0.040872,0.016349,0.103542,0.79564,0,0.040872,0.0968,0.18777,0.788041,0.573,0.649,COLORADO SPRINGS,80919,8365 ORCHARD PATH ROAD
'PRAIRIE HILLS ELEMENTARY SCHOOL',10,6,6,7,6,6,12,9,9,13,482,0.002075,0.056017,0.014523,0.116183,0.788382,0,0.022822,0.0726,0.128214,0.815745,0.482,0.333,COLORADO SPRINGS,80920,8025 TELEGRAPH DRIVE
'COLORADO SPRINGS CHARTER ACADEMY',7,9,9,7,9,9,9,6,7,9,417,0,0.014388,0.01199,0.206235,0.729017,0.002398,0.035971,0.3046,0.393165,0.390238,0.187,0.23,COLORADO SPRINGS,80909,2577 N CHELTON ROAD
'COLORADO SPRINGS CHARTER ACADEMY',13,12,10,11,11,13,11,10,9,10,417,0,0.014388,0.01199,0.206235,0.729017,0.002398,0.035971,0.3046,0.393165,0.390238,0.187,0.23,COLORADO SPRINGS,80909,2577 N CHELTON ROAD
'COLORADO SPRINGS EARLY COLLEGES',6,9,8,9,9,7,5,6,3,5,579,0.008636,0.025907,0.112263,0.164076,0.678756,0.006908,0.003454,0.2729,0.357895,0.425047,0.354,0.345,COLORADO SPRINGS,80907,4435 NORTH CHESTNUT
'PIKES PEAK PREP',5,6,6,6,6,6,5,6,5,5,288,0.024306,0.003472,0.25,0.277778,0.371528,0.020833,0.052083,0.566,0.386981,0.380233,0.346,0.263,COLORADO SPRINGS,80903,525 EAST COSTILLA STREET
'PIKES PEAK PREP',9,6,6,6,6,4,10,11,7,12,288,0.024306,0.003472,0.25,0.277778,0.371528,0.020833,0.052083,0.566,0.386981,0.380233,0.346,0.263,COLORADO SPRINGS,80903,525 EAST COSTILLA STREET
'PIKES PEAK PREP',6,7,9,7,7,7,12,12,9,12,288,0.024306,0.003472,0.25,0.277778,0.371528,0.020833,0.052083,0.566,0.386981,0.380233,0.346,0.263,COLORADO SPRINGS,80903,525 EAST COSTILLA STREET
'SCHOLARS TO LEADERS ACADEMY',1,5,5,4,5,5,1,3,3,1,246,0,0.012195,0.113821,0.626016,0.231707,0,0.01626,0.8211,0.357895,0.425047,0.354,0.345,COLORADO SPRINGS,80907,3115 LARKSPUR
'SCHOLARS TO LEADERS ACADEMY',4,3,3,1,4,1,5,6,1,9,246,0,0.012195,0.113821,0.626016,0.231707,0,0.01626,0.8211,0.357895,0.425047,0.354,0.345,COLORADO SPRINGS,80907,3115 LARKSPUR
'THE VANGUARD SCHOOL (HIGH)',13,13,13,13,13,13,12,13,9,11,211,0.009479,0.066351,0.023697,0.161137,0.687204,0,0.052133,0.1801,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,1832 SOUTH WAHSATCH
'THE VANGUARD SCHOOL (MIDDLE)',9,12,12,12,13,12,6,7,5,6,213,0,0.061033,0.089202,0.206573,0.577465,0.004695,0.061033,0.23,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,1832 SOUTH WAHSATCH
'THOMAS MACLAREN STATE CHARTER SCHOOL',9,10,12,9,12,9,7,9,5,9,161,0,0.012422,0.080745,0.173913,0.701863,0,0.031056,0.2795,0.24796,0.608073,0.38,0.426,COLORADO SPRINGS,80918,303 AUSTIN BLUFFS PARKWAY
'THOMAS MACLAREN STATE CHARTER SCHOOL',9,13,12,13,13,12,12,9,13,9,161,0,0.012422,0.080745,0.173913,0.701863,0,0.031056,0.2795,0.24796,0.608073,0.38,0.426,COLORADO SPRINGS,80918,303 AUSTIN BLUFFS PARKWAY
'HIGH PLAINS ELEMENTARY SCHOOL',9,9,9,9,9,9,10,9,9,10,518,0,0.104247,0.015444,0.189189,0.656371,0.003861,0.030888,0.1969,0.158845,0.798367,0.687,0.727,COLORADO SPRINGS,80920,2248 VINTAGE DRIVE
'HORIZON MIDDLE SCHOOL',6,6,6,5,6,6,7,7,6,7,969,0.01032,0.044376,0.194014,0.249742,0.44066,0.004128,0.05676,0.4561,0.262398,0.653248,0.322,0.325,COLORADO SPRINGS,80915,1750 PIROS DRIVE
'SUNRISE ELEMENTARY SCHOOL',6,6,6,6,6,6,7,6,7,6,717,0.008368,0.029289,0.195258,0.200837,0.470014,0.001395,0.09484,0.4434,0.262398,0.653248,0.322,0.325,COLORADO SPRINGS,80911,7070 GRAND VALLEY DRIVE
'BROADMOOR ELEMENTARY SCHOOL',10,12,11,10,12,12,9,7,7,9,318,0.018868,0.012579,0.009434,0.116352,0.795597,0,0.04717,0.1289,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,440 W CHEYENNE MOUNTAIN BLVD
'CHEYENNE MOUNTAIN CHARTER ACADEMY',9,12,12,12,13,10,8,9,6,7,798,0.005013,0.033835,0.055138,0.23183,0.607769,0.001253,0.065163,0.2619,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,1832 SOUTH WAHSATCH
'CHEYENNE MOUNTAIN ELEMENTARY SCHOOL',12,13,12,13,13,13,10,7,9,12,324,0,0.04321,0.009259,0.070988,0.833333,0,0.04321,0.0463,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,5250 FARTHING DRIVE
'CHEYENNE MOUNTAIN HIGH SCHOOL',12,12,12,12,12,10,9,8,9,6,1325,0.006792,0.046792,0.024906,0.126038,0.769811,0.005283,0.020377,0.0906,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,1200 CRESTA ROAD
'CHEYENNE MOUNTAIN JUNIOR HIGH SCHOOL',9,11,10,10,11,11,7,6,6,9,624,0.00641,0.028846,0.022436,0.107372,0.810897,0.003205,0.020833,0.1122,0.522183,0.368632,0.29,0.295,COLORADO SPRINGS,80905,1200 WEST CHEYENNE ROAD
'GOLD CAMP ELEMENTARY SCHOOL',10,12,12,11,12,11,9,9,9,9,453,0.006623,0.02649,0.011038,0.09713,0.818985,0,0.039735,0.1192,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,1805 PRESERVE DRIVE
'PINON VALLEY ELEMENTARY SCHOOL',12,11,12,9,12,11,10,10,9,10,324,0.003086,0.046296,0.018519,0.098765,0.768519,0.003086,0.061728,0.1296,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,6205 FARTHING DRIVE
'SKYWAY PARK ELEMENTARY SCHOOL',9,9,10,9,9,9,9,8,7,9,315,0.006349,0.009524,0.012698,0.161905,0.771429,0,0.038095,0.3841,0.522183,0.368632,0.29,0.295,COLORADO SPRINGS,80905,1100 MERCURY DRIVE
'ACADEMY FOR ADVANCED AND CREATIVE LEARNING',6,9,10,8,9,9,4,6,3,4,244,0.008197,0.036885,0.012295,0.131148,0.786885,0,0.02459,0.2254,0.357895,0.425047,0.354,0.345,COLORADO SPRINGS,80907,2510 NORTH CHESTNUT STREET
ACHIEVEK12,1,5,5,1,5,6,1,1,1,1,193,0.010363,0.010363,0.07772,0.243523,0.601036,0,0.056995,0.1399,0.396251,0.474133,0.185,0.23,COLORADO SPRINGS,80915,1702 NORTH MURRAY BLVD
'AUDUBON ELEMENTARY SCHOOL',6,6,6,6,6,6,6,5,6,5,340,0.014706,0.005882,0.055882,0.297059,0.523529,0.005882,0.097059,0.6461,0.393165,0.390238,0.187,0.23,COLORADO SPRINGS,80909,2400 EAST VAN BUREN STREET
'BATES ELEMENTARY SCHOOL',1,6,6,6,6,6,1,3,3,1,239,0.008368,0.008368,0.079498,0.297071,0.548117,0,0.058577,0.5829,0.357895,0.425047,0.354,0.345,COLORADO SPRINGS,80907,702 CRAGMOR ROAD
'BRISTOL ELEMENTARY SCHOOL',7,6,6,6,6,6,7,7,7,6,225,0.008889,0.004444,0.035556,0.351111,0.528889,0.004444,0.066667,0.76,0.522183,0.368632,0.29,0.295,COLORADO SPRINGS,80905,890 NORTH WALNUT STREET
'BUENA VISTA ELEMENTARY SCHOOL',6,7,9,6,7,9,5,6,4,3,221,0,0.022624,0.004525,0.126697,0.764706,0.00905,0.072398,0.2571,0.522183,0.368632,0.29,0.295,COLORADO SPRINGS,80905,924 W PIKES PEAK AVE
'CARVER ELEMENTARY SCHOOL',6,6,6,6,6,5,7,7,8,4,363,0.00551,0.011019,0.07438,0.413223,0.393939,0.008264,0.093664,0.7713,0.358272,0.522805,0.323,0.36,COLORADO SPRINGS,80917,4740 ARTISTIC CIRCLE
'CIVA CHARTER ACADEMY',6,6,6,5,6,5,6,9,6,6,155,0,0.012903,0.051613,0.154839,0.703226,0.006452,0.070968,0.4194,0.24796,0.608073,0.38,0.426,COLORADO SPRINGS,80918,4635 NORTHPARK DRIVE
'COLUMBIA ELEMENTARY SCHOOL',9,6,7,7,7,5,9,6,12,8,315,0.006349,0.003175,0.069841,0.295238,0.520635,0.003175,0.101587,0.7483,0.386981,0.380233,0.346,0.263,COLORADO SPRINGS,80903,835 EAST ST VRAIN STREET
'CORONADO HIGH SCHOOL',6,8,7,9,7,7,4,6,3,5,1416,0.008475,0.017655,0.040254,0.210452,0.642655,0.003531,0.076977,0.3644,0.281338,0.531963,0.373,0.374,COLORADO SPRINGS,80904,1590 WEST FILLMORE STREET
'DOHERTY HIGH SCHOOL',7,7,7,8,7,7,6,6,7,6,2172,0.006906,0.022099,0.055249,0.217772,0.608195,0.003683,0.086096,0.3223,0.358272,0.522805,0.323,0.36,COLORADO SPRINGS,80917,4515 BARNES ROAD
'FREEDOM ELEMENTARY SCHOOL',9,8,8,9,7,7,9,9,9,8,607,0.004942,0.034596,0.057661,0.138386,0.69028,0.004942,0.069193,0.2107,0.145994,0.717422,0.436,0.404,COLORADO SPRINGS,80923,5280 BUTTERFIELD DRIVE
'GALILEO SCHOOL OF MATH AND SCIENCE',6,6,6,6,5,6,6,5,7,4,659,0.007587,0.009105,0.103187,0.344461,0.450683,0.00607,0.078907,0.7633,0.393165,0.390238,0.187,0.23,COLORADO SPRINGS,80909,1600 NORTH UNION BLVD
'GLOBE CHARTER SCHOOL',6,6,6,7,5,6,7,9,9,5,192,0.015625,0.015625,0.119792,0.208333,0.567708,0,0.072917,0.6042,0.393165,0.390238,0.187,0.23,COLORADO SPRINGS,80909,3302 ALPINE PLACE
'GRANT ELEMENTARY SCHOOL',6,6,6,6,6,6,5,6,4,6,506,0.011858,0.037549,0.079051,0.290514,0.462451,0.005929,0.112648,0.666,0.24796,0.608073,0.38,0.426,COLORADO SPRINGS,80918,3215 WESTWOOD BOULEVARD
'HENRY ELEMENTARY SCHOOL',3,6,5,6,6,6,1,3,1,2,411,0.009732,0.03163,0.075426,0.304136,0.518248,0.002433,0.058394,0.6361,0.396251,0.474133,0.185,0.23,COLORADO SPRINGS,80915,1310 LEHMBERG BOULEVARD
'HOLMES MIDDLE SCHOOL',9,9,9,9,9,9,9,7,9,6,699,0.004292,0.018598,0.020029,0.217454,0.676681,0,0.062947,0.3834,0.281338,0.531963,0.373,0.374,COLORADO SPRINGS,80904,2455 MESA ROAD
'HOWBERT ELEMENTARY SCHOOL',11,9,9,9,10,12,9,6,9,9,310,0.003226,0.009677,0.012903,0.212903,0.709677,0.003226,0.048387,0.4342,0.281338,0.531963,0.373,0.374,COLORADO SPRINGS,80904,1023 NORTH 31ST STREET
'HUNT ELEMENTARY SCHOOL',5,3,2,3,3,3,6,5,6,6,428,0.018692,0.007009,0.205607,0.455607,0.245327,0,0.067757,0.9345,0.386981,0.380233,0.346,0.263,COLORADO SPRINGS,80903,917 EAST MORENO AVENUE
'JACK SWIGERT AEROSPACE ACADEMY',2,2,2,1,2,1,3,5,2,3,513,0.017544,0.007797,0.157895,0.518519,0.259259,0,0.038986,0.8538,0.393165,0.390238,0.187,0.23,COLORADO SPRINGS,80909,4220 EAST PIKES PEAK AVE
'JENKINS MIDDLE SCHOOL',7,9,9,9,9,9,6,6,6,5,946,0.0074,0.033827,0.053911,0.168076,0.668076,0.005285,0.063425,0.2315,0.145994,0.717422,0.436,0.404,COLORADO SPRINGS,80923,6410 AUSTIN BLUFFS PARKWAY
'KELLER ELEMENTARY SCHOOL',9,6,6,6,6,6,9,10,9,7,530,0.007547,0.009434,0.022642,0.309434,0.569811,0.003774,0.077358,0.5666,0.24796,0.608073,0.38,0.426,COLORADO SPRINGS,80918,3730 EAST MONTEBELLO DRIVE
'KING ELEMENTARY SCHOOL',6,6,6,6,6,6,6,6,6,6,430,0,0.013953,0.081395,0.225581,0.546512,0.006977,0.125581,0.5363,0.24796,0.608073,0.38,0.426,COLORADO SPRINGS,80918,6110 SAPPORO DRIVE
'MANN MIDDLE SCHOOL',6,6,6,6,5,6,6,6,6,5,520,0.015385,0.034615,0.059615,0.3,0.515385,0,0.075,0.65,0.357895,0.425047,0.354,0.345,COLORADO SPRINGS,80907,1001 EAST VAN BUREN STREET
'MCAULIFFE ELEMENTARY',6,5,5,6,5,4,7,5,12,6,592,0.010135,0.013514,0.094595,0.25,0.523649,0.003378,0.10473,0.5498,0.396251,0.474133,0.185,0.23,COLORADO SPRINGS,80915,830 HATHAWAY DRIVE
'MIDLAND ELEMENTARY SCHOOL',6,6,6,6,6,6,6,6,9,6,158,0.006329,0.012658,0.031646,0.373418,0.518987,0,0.056962,0.8038,0.281338,0.531963,0.373,0.374,COLORADO SPRINGS,80904,2110 WEST BROADWAY STREET
'MITCHELL HIGH SCHOOL',5,3,3,3,3,5,6,5,6,6,1037,0.011572,0.019286,0.118611,0.396336,0.3973,0.003857,0.053038,0.6075,0.393165,0.390238,0.187,0.23,COLORADO SPRINGS,80909,1205 POTTER DRIVE
'NORTH MIDDLE SCHOOL',5,6,6,6,6,6,3,5,3,3,663,0.013575,0.015083,0.064857,0.257919,0.558069,0.001508,0.088989,0.6154,0.386981,0.380233,0.346,0.263,COLORADO SPRINGS,80903,612 EAST YAMPA STREET
'PALMER HIGH SCHOOL',7,7,7,9,7,7,9,7,10,6,2024,0.013834,0.020751,0.054842,0.254447,0.585474,0.000988,0.069664,0.4042,0.386981,0.380233,0.346,0.263,COLORADO SPRINGS,80903,301 NORTH NEVADA AVENUE
'QUEEN PALMER ELEMENTARY SCHOOL',4,5,4,6,4,3,5,1,12,1,266,0.026316,0.011278,0.12406,0.360902,0.394737,0,0.082707,0.9398,0.393165,0.390238,0.187,0.23,COLORADO SPRINGS,80909,1921 EAST YAMPA STREET
'ROGERS ELEMENTARY SCHOOL',5,5,5,3,5,5,6,6,6,4,268,0.003731,0.018657,0.078358,0.496269,0.343284,0,0.059701,0.7873,0.427476,0.28122,0.16,0.128,COLORADO SPRINGS,80910,110 SOUTH CIRCLE DRIVE
'ROOSEVELT EDISON CHARTER SCHOOL',6,6,5,6,6,5,6,6,5,3,715,0.015385,0.008392,0.093706,0.664336,0.179021,0.004196,0.034965,0.8615,0.427476,0.28122,0.16,0.128,COLORADO SPRINGS,80910,205 SOUTH BYRON DRIVE
'RUDY ELEMENTARY SCHOOL',6,8,7,9,7,7,6,10,3,6,450,0.004444,0.013333,0.057778,0.177778,0.682222,0,0.064444,0.4595,0.358272,0.522805,0.323,0.36,COLORADO SPRINGS,80917,5370 CRACKER BARREL CIRCLE
'RUSSELL MIDDLE SCHOOL',6,6,6,6,6,6,6,7,6,6,709,0.009873,0.011283,0.067701,0.25952,0.574048,0.005642,0.071932,0.519,0.24796,0.608073,0.38,0.426,COLORADO SPRINGS,80918,3825 EAST MONTEBELLO DRIVE
'SABIN MIDDLE SCHOOL',5,6,6,6,6,6,3,6,3,3,842,0.008314,0.010689,0.087886,0.30285,0.524941,0.001188,0.064133,0.6247,0.358272,0.522805,0.323,0.36,COLORADO SPRINGS,80917,3605 NORTH CAREFREE CIRCLE
'SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY)',1,5,5,5,5,6,1,1,1,1,446,0.004484,0.008969,0.179372,0.446188,0.278027,0,0.08296,0.7332,0.427476,0.28122,0.16,0.128,COLORADO SPRINGS,80910,2520 AIRPORT ROAD
'SPACE TECHNOLOGY AND ARTS ACADEMY (STAR ACADEMY)',6,4,3,5,4,6.718607,9,7,6,9,446,0.004484,0.008969,0.179372,0.446188,0.278027,0,0.08296,0.7332,0.427476,0.28122,0.16,0.128,COLORADO SPRINGS,80910,2520 AIRPORT ROAD
'STEELE ELEMENTARY SCHOOL',12,10,9,12,10,10,10,6,12,9,437,0,0.01373,0.01373,0.08238,0.869565,0,0.020595,0.1236,0.190007,0.818793,0.783,0.661,COLORADO SPRINGS,80907,1720 NORTH WEBER STREET
'TRAILBLAZER ELEMENTARY SCHOOL',6,8,8,7,9,7,3,4,2,3,527,0.00759,0.030361,0.001898,0.13093,0.800759,0.001898,0.026565,0.0835,0.142255,0.860478,0.662,0.65,COLORADO SPRINGS,80919,2015 WICKES ROAD
'TWAIN ELEMENTARY SCHOOL',5,5,5,5,5,3,6,6,5,5,345,0.005797,0.017391,0.014493,0.101449,0.831884,0,0.028986,0.1797,0.221867,0.756045,0.576,0.58,COLORADO SPRINGS,80909,3402 EAST SAN MIGUEL STREET
'WASSON HIGH SCHOOL',2,2,2,4,3,3,2,1,2,2,996,0.01506,0.03012,0.120482,0.330321,0.423695,0.003012,0.077309,0.6145,0.393165,0.390238,0.187,0.23,COLORADO SPRINGS,80909,2115 AFTON WAY
'WEST ELEMENTARY SCHOOL',4,5,5,5,5,6,3,5,1,3,358,0.005587,0.002793,0.044693,0.335196,0.530726,0.002793,0.078212,0.7798,0.281338,0.531963,0.373,0.374,COLORADO SPRINGS,80904,25 NORTH 20TH STREET
'WEST INTERGENERATIONAL CENTER',6,6,6,6,5,6,6,6,6,4,270,0.014815,0.007407,0.066667,0.311111,0.533333,0,0.066667,0.7,0.281338,0.531963,0.373,0.374,COLORADO SPRINGS,80904,1920 WEST PIKES PEAK AVENUE
'WILSON ELEMENTARY SCHOOL',6,6,6,6,6,5,6,6,5,6,406,0.009852,0.022167,0.110837,0.559113,0.231527,0,0.066502,0.8719,0.396251,0.474133,0.185,0.23,COLORADO SPRINGS,80915,1409 DE REAMER CIRCLE
'STEELE ELEMENTARY SCHOOL',10,9,9,9,8,10,9,9,9,6,437,0,0.01373,0.01373,0.08238,0.869565,0,0.020595,0.1236,0.190007,0.818793,0.783,0.661,COLORADO SPRINGS,80907,1720 NORTH WEBER STREET
'MOUNTAIN RIDGE MIDDLE SCHOOL',9,10,10,11,10,9,7,9,7,6,1017,0.003933,0.052114,0.007866,0.111111,0.782694,0.000983,0.041298,0.0669,0.142255,0.860478,0.662,0.65,COLORADO SPRINGS,80920,9150 LEXINGTON DRIVE
'SAND CREEK ELEMENTARY SCHOOL',9,9,9,9,10,9,9,9,6,9,585,0.001709,0.032479,0.008547,0.117949,0.8,0,0.039316,0.1094,0.142255,0.860478,0.662,0.65,COLORADO SPRINGS,80916,550 SAND CREEK DRIVE
'TRAILBLAZER ELEMENTARY SCHOOL',8,10,10,10,9,9,7,9,6,7,527,0.00759,0.030361,0.001898,0.13093,0.800759,0.001898,0.026565,0.0835,0.142255,0.860478,0.662,0.65,COLORADO SPRINGS,80919,2015 WICKES ROAD
'BANNING LEWIS RANCH ACADEMY',9,10,9,10,9,12,7,6,10,6,742,0.013477,0.059299,0.070081,0.136119,0.702156,0.002695,0.016173,0.1078,0,0.886792,0.543,0.213,COLORADO SPRINGS,80927,7094 COTTONWOOD TREE DRIVE
