School_Name,School_Grade,Overall_ACH_Grade,Read_Ach_Grade,Math_Ach_Grade,Write_Ach_Grade,Sci_Ach_Grade,Overall_Weighted_Growth_Grade,Read_Growth_Grade,Math_Growth_Grade,Write_Growth_Grade,Enrol_TOT,PCT_AmInd,PCT_Asian,PCT_Black,PCT_hisp,PCT_White,PCT_PI,PCT_2ormore,PCT_FREE_MEAL,PCT_Single_Family,PCT_More_than_INCOME_60000,EDU_Population35to44years_Bachelorsdegreeorhigher,EDU_Population45to64years_Bachelorsdegreeorhigher
'FOOTHILLS ELEMENTARY SCHOOL',10,9,9,8,9,9,9,6,11,9,430,0,0.030233,0.018605,0.146512,0.734884,0.002326,0.067442,0.1651,0.18777,0.788041,0.573,0.649
'FRONTIER ELEMENTARY SCHOOL',9,9,7,8,8,9,9,9,6,9,417,0.009592,0.035971,0.076739,0.143885,0.685851,0.002398,0.045564,0.2931,0.16435,0.80421,0.576,0.584
'HIGH PLAINS ELEMENTARY SCHOOL',4,6,6,6,6,7,3,5,3,3,518,0,0.104247,0.015444,0.189189,0.656371,0.003861,0.030888,0.1969,0.158845,0.798367,0.687,0.727
'LIBERTY HIGH SCHOOL',8,9,9,9,9,9,5,6,5,5,1537,0.003904,0.026025,0.03188,0.13728,0.749512,0.002602,0.048796,0.0813,0.16435,0.80421,0.576,0.584
'MOUNTAIN RIDGE MIDDLE SCHOOL',9,9,9,9,9,9,6,6,6,6,1017,0.003933,0.052114,0.007866,0.111111,0.782694,0.000983,0.041298,0.0669,0.142255,0.860478,0.662,0.65
'MOUNTAIN VIEW ELEMENTARY SCHOOL',12,12,12,12,12,11,10,9,9,10,650,0.001538,0.078462,0.016923,0.169231,0.712308,0,0.021538,0.2492,0.218034,0.742388,0.514,0.386
'PINE CREEK HIGH SCHOOL',9,10,10,9,11,10,6,6,6,7,1462,0.005472,0.031464,0.02736,0.102599,0.794802,0.006156,0.032148,0.0383,0.087449,0.744983,0.607,0.522
'PIONEER ELEMENTARY SCHOOL',7,6,6,6,6,7,8,7,8,7,548,0.001825,0.020073,0.020073,0.127737,0.786496,0,0.043796,0.135,0.149367,0.814121,0.554,0.416
'PRAIRIE HILLS ELEMENTARY SCHOOL',9,7,8,7,7,9,7,5,9,7,482,0.002075,0.056017,0.014523,0.116183,0.788382,0,0.022822,0.0726,0.128214,0.815745,0.482,0.333
'RAMPART HIGH SCHOOL',9,9,9,10,9,9,5,5,6,2,1589,0.005664,0.073002,0.044053,0.141598,0.681561,0.004405,0.049717,0.1265,0.16435,0.80421,0.576,0.584
'RANCH CREEK ELEMENTARY',9,9,9,7,9,9,9,8,9,9,460,0.004348,0.023913,0.036957,0.121739,0.773913,0.002174,0.036957,0.1164,0.074449,0.804114,0.611,0.59
'ROCKRIMMON ELEMENTARY SCHOOL',7,10,10,10,10,9,6,6,6,6,344,0.005814,0.031977,0.031977,0.127907,0.729651,0,0.072674,0.1773,0.18777,0.788041,0.573,0.649
'TCA COLLEGE PATHWAYS',10,13,13,11,13,12,9,9,7,10,424,0.004717,0.009434,0.011792,0.068396,0.860849,0.009434,0.035377,0.0354,0.082265,0.83179,0.66,0.686
'THE CLASSICAL ACADEMY CHARTER',9,10,11,10,10,9,7,6,6,7,2051,0.004388,0.030229,0.015115,0.08825,0.821063,0.00195,0.039005,0.0546,0.082265,0.83179,0.66,0.686
'THE CLASSICAL ACADEMY HIGH SCHOOL',13,13,12,12,12,13,9,9,9,9,589,0,0.013582,0.027165,0.059423,0.860781,0.003396,0.035654,0.0526,0.082265,0.83179,0.66,0.686
'THE CLASSICAL ACADEMY MIDDLE SCHOOL',12,12,12,12,12,12,10,12,9,7,434,0,0.018433,0.018433,0.078341,0.845622,0,0.039171,0.0645,0.082265,0.83179,0.66,0.686
'THE DA VINCI ACADEMY SCHOOL',8,9,9,9,9,9,7,6,6,7,397,0.007557,0.065491,0.037783,0.103275,0.707809,0.005038,0.073048,0.0907,0.082265,0.83179,0.66,0.686
'TIMBERVIEW MIDDLE SCHOOL',7,9,9,9,9,9,6,6,8,6,1076,0.003717,0.026022,0.039963,0.1329,0.73513,0.001859,0.060409,0.158,0.16435,0.80421,0.576,0.584
'WOODMEN-ROBERTS ELEMENTARY SCHOOL',9,10,10,9,11,10,7,9,6,8,367,0.002725,0.040872,0.016349,0.103542,0.79564,0,0.040872,0.0968,0.18777,0.788041,0.573,0.649
'ACADEMY OF CHARTER SCHOOLS',7,8,8,9,7,7,6,6,6,7,1798,0.006674,0.058954,0.016129,0.255284,0.64238,0.001112,0.019466,0.0846,0.252513,0.645242,0.389,0.364
'ACADEMY OF CHARTER SCHOOLS',6,6,7,6,6,6,4,6,4,3,1798,0.006674,0.058954,0.016129,0.255284,0.64238,0.001112,0.019466,0.0846,0.252513,0.645242,0.389,0.364
'ACADEMY OF CHARTER SCHOOLS',7,6,7,6,7,6,6,8,5,6,1798,0.006674,0.058954,0.016129,0.255284,0.64238,0.001112,0.019466,0.0846,0.252513,0.645242,0.389,0.364
'ARAPAHOE RIDGE ELEMENTARY SCHOOL',9,9,8,9,7,9,9,6,9,10,593,0.003373,0.037099,0.011804,0.263069,0.662732,0,0.021922,0.3153,0.33455,0.401003,0.08,0.18
'CENTENNIAL ELEMENTARY SCHOOL',6,5,5,5,3,6,6,6,7,5,454,0.004405,0.057269,0.011013,0.405286,0.508811,0,0.013216,0.5529,0.218034,0.742388,0.514,0.386
'CENTURY MIDDLE SCHOOL',6,7,6,7,6,9,6,6,5,6,1081,0.009251,0.056429,0.028677,0.219241,0.6716,0,0.014801,0.2794,0.139514,0.770419,0.402,0.285
'CHERRY DRIVE ELEMENTARY SCHOOL',5,5,5,6,4,4,6,6,6,6,476,0.006303,0.039916,0.021008,0.317227,0.60084,0.002101,0.012605,0.3634,0.22486,0.57621,0.214,0.167
'COLORADO VIRTUAL ACADEMY (COVA)',1,4,5,4,4,6,1,1,1,1,5013,0.017953,0.015161,0.046679,0.117893,0.797925,0.002593,0.001795,0.2292,0.22486,0.57621,0.214,0.167
'COLORADO VIRTUAL ACADEMY (COVA)',3,5,5,4,5,3,2,5,2,3,5013,0.017953,0.015161,0.046679,0.117893,0.797925,0.002593,0.001795,0.2292,0.22486,0.57621,0.214,0.167
'COLORADO VIRTUAL ACADEMY (COVA)',2,6,6,5,6,6,6,7,6,6,5013,0.017953,0.015161,0.046679,0.117893,0.797925,0.002593,0.001795,0.2292,0.22486,0.57621,0.214,0.167
'CORONADO HILLS ELEMENTARY SCHOOL',1,2,2,3,1,2,2,1,4,3,547,0.001828,0.003656,0.007313,0.857404,0.122486,0,0.007313,0.9068,0.291588,0.402103,0.137,0.094
'COTTON CREEK ELEMENTARY SCHOOL',7,6,6,7,6,8,6,5,6,9,614,0.008143,0.053746,0.016287,0.18241,0.698697,0.001629,0.039088,0.2443,0.33455,0.401003,0.08,0.18
'COYOTE RIDGE ELEMENTARY SCHOOL',9,10,9,11,10,9,7,7,6,6,527,0,0.089184,0.005693,0.077799,0.806452,0,0.020873,0.0455,0.218034,0.742388,0.514,0.386
'EAGLEVIEW ELEMENTARY SCHOOL',8,8,6,9,7,7,7,8,8,6,614,0.006515,0.066775,0.013029,0.216612,0.680782,0.001629,0.014658,0.1922,0.139514,0.770419,0.402,0.285
'FEDERAL HEIGHTS ELEMENTARY SCHOOL',3,1,1,3,1,2,4,4,6,6,651,0.003072,0.001536,0.003072,0.84639,0.144393,0,0.001536,0.9201,0.378916,0.403135,0.106,0.107
'GLACIER PEAK ELEMENTARY SCHOOL',8,6,6,6,6,6,9,9,9,6,527,0.001898,0.053131,0.013283,0.360531,0.548387,0.001898,0.020873,0.3359,0.163363,0.636364,0.155,0.242
'HILLCREST ELEMENTARY SCHOOL',1,3,3,5,1,3,3,4,2,1,477,0.004193,0.102725,0.016771,0.591195,0.266247,0.002096,0.016771,0.761,0.378916,0.403135,0.106,0.107
'HORIZON HIGH SCHOOL',6,6,6,7,6,6,6,6,6,5,1901,0.007891,0.048922,0.015255,0.251447,0.669122,0.001052,0.006312,0.091,0.200756,0.583079,0.192,0.165
'HULSTROM OPTIONS K-8 SCHOOL',13,13,13,13,13,13,12,10,10,12,775,0.003871,0.165161,0.018065,0.112258,0.659355,0.009032,0.032258,0.0723,0.22486,0.57621,0.214,0.167
'HULSTROM OPTIONS K-8 SCHOOL',10,13,12,13,13,12,6,7,6,6,775,0.003871,0.165161,0.018065,0.112258,0.659355,0.009032,0.032258,0.0723,0.22486,0.57621,0.214,0.167
'HUNTERS GLEN ELEMENTARY SCHOOL',7,8,7,9,8,9,6,6,6,5,609,0.01642,0.064039,0.029557,0.151067,0.724138,0,0.014778,0.1856,0.139514,0.770419,0.402,0.285
'LEGACY HIGH SCHOOL',9,10,9,11,9,9,8,8,7,7,2066,0.00484,0.085189,0.018877,0.169894,0.71394,0.000484,0.006776,0.1631,0.218034,0.742388,0.514,0.386
'LEROY DRIVE ELEMENTARY SCHOOL',3,6,5,6,6,5,3,1,4,1,486,0,0.032922,0.039095,0.477366,0.438272,0.002058,0.010288,0.6564,0.22486,0.57621,0.214,0.167
'MALLEY DRIVE ELEMENTARY SCHOOL',5,4,4,5,3,3,5,5,5,6,396,0.007576,0.037879,0.022727,0.489899,0.419192,0.002525,0.020202,0.75,0.22486,0.57621,0.214,0.167
'MC ELWAIN ELEMENTARY SCHOOL',5,1,1,1,1,3,6,6,9,6,439,0.006834,0.004556,0.038724,0.833713,0.104784,0,0.01139,0.9339,0.291588,0.402103,0.137,0.094
'MERIDIAN ELEMENTARY SCHOOL',11,10,10,11,9,10,10,10,9,9,592,0.003378,0.055743,0.011824,0.077703,0.829392,0.001689,0.02027,0.0389,0.218034,0.742388,0.514,0.386
'MOUNTAIN RANGE HIGH SCHOOL',6,6,6,6,6,6,6,6,6,7,1985,0.007053,0.047859,0.024685,0.257431,0.652393,0.003023,0.007557,0.27,0.368448,0.631373,0.376,0.357
'MOUNTAIN VIEW ELEMENTARY SCHOOL',9,9,6,9,9,9,9,7,9,10,650,0.001538,0.078462,0.016923,0.169231,0.712308,0,0.021538,0.2492,0.218034,0.742388,0.514,0.386
'NORTH MOR ELEMENTARY SCHOOL',5,3,2,3,1,3,6,5,9,6,430,0.002326,0.02093,0.039535,0.611628,0.32093,0.002326,0.002326,0.8372,0.378916,0.403135,0.106,0.107
'NORTH STAR ELEMENTARY SCHOOL',5,2,1,3,1,3,6,11,6,6,467,0.008565,0.004283,0.036403,0.798715,0.139186,0,0.012848,0.8994,0.378916,0.403135,0.106,0.107
'NORTHGLENN HIGH SCHOOL',3,3,3,5,3,4,6,6,6,5,1731,0.008088,0.046216,0.031196,0.557481,0.350664,0,0.006355,0.3125,0.378916,0.403135,0.106,0.107
'NORTHGLENN MIDDLE SCHOOL',6,6,6,6,5,6,7,9,6,6,739,0.006766,0.032476,0.040595,0.511502,0.399188,0.001353,0.008119,0.7091,0.22486,0.57621,0.214,0.167
'PRAIRIE HILLS ELEMENTARY SCHOOL',10,6,6,7,6,6,12,9,9,13,482,0.002075,0.056017,0.014523,0.116183,0.788382,0,0.022822,0.0726,0.128214,0.815745,0.482,0.333
'PROSPECT RIDGE ACADEMY',10,10,12,9,9,11,8,9,6,8,516,0,0.071705,0.00969,0.05814,0.827519,0,0.032946,0.0484,0.291588,0.402103,0.137,0.094
'RIVERDALE ELEMENTARY SCHOOL',5,6,6,6,6,6,5,5,6,3,444,0.004505,0.04955,0.02027,0.344595,0.56982,0.002252,0.009009,0.4347,0.22486,0.57621,0.214,0.167
'ROCKY MOUNTAIN ELEMENTARY SCHOOL',5,3,3,3,1,4,6,5,6,6,486,0.00823,0.039095,0.022634,0.602881,0.300412,0,0.026749,0.7922,0.33455,0.401003,0.08,0.18
'ROCKY TOP MIDDLE SCHOOL',9,9,8,10,9,11,6,6,6,6,1114,0.006284,0.070018,0.01526,0.175045,0.724417,0,0.008977,0.1427,0.128214,0.815745,0.482,0.333
'SHADOW RIDGE MIDDLE SCHOOL',6,6,6,6,5,6,6,7,6,5,1025,0.010732,0.045854,0.022439,0.322927,0.580488,0.003902,0.013659,0.3746,0.128214,0.815745,0.482,0.333
'SILVER CREEK ELEMENTARY',9,9,9,10,9,9,7,6,8,6,650,0.001538,0.056923,0.018462,0.135385,0.761538,0,0.026154,0.0508,0.128214,0.815745,0.482,0.333
'SILVER HILLS MIDDLE SCHOOL',6,6,6,6,6,7,6,5,6,6,1092,0.00641,0.049451,0.033883,0.336996,0.558608,0.000916,0.013736,0.4313,0.368448,0.631373,0.376,0.357
'SKYVIEW ELEMENTARY SCHOOL',9,6,6,7,6,6,9,9,9,7,500,0.008,0.048,0.02,0.294,0.624,0,0.006,0.348,0.139514,0.770419,0.402,0.285
'STARGATE CHARTER SCHOOL',9,12,12,12,11,12,8,6,7,9,643,0,0.174184,0.009331,0.082426,0.693624,0.001555,0.03888,0.0202,0.139514,0.770419,0.402,0.285
'STARGATE CHARTER SCHOOL',13,13,13,13,13,13,12,9,12,12,643,0,0.174184,0.009331,0.082426,0.693624,0.001555,0.03888,0.0202,0.139514,0.770419,0.402,0.285
'STELLAR ELEMENTARY SCHOOL',6,6,6,7,6,6,6,9,6,5,606,0.009901,0.070957,0.016502,0.346535,0.536304,0.00165,0.018152,0.3828,0.139514,0.770419,0.402,0.285
'STEM SCHOOL',9,10,10,12,9,12,6,6,9,3,407,0.007371,0.071253,0.022113,0.132678,0.737101,0,0.029484,0.1646,0.22486,0.57621,0.214,0.167
'STEM SCHOOL',8,12,10,12,11,6.718607,6,7,7,3,407,0.007371,0.071253,0.022113,0.132678,0.737101,0,0.029484,0.1646,0.22486,0.57621,0.214,0.167
'STUKEY ELEMENTARY SCHOOL',3,3,3,5,3,4,5,5,5,6,400,0.0075,0.03,0.0325,0.555,0.3475,0.0025,0.025,0.8025,0.22486,0.57621,0.214,0.167
'TARVER ELEMENTARY SCHOOL',9,7,6,8,6,7,10,7,11,9,445,0.008989,0.040449,0.01573,0.168539,0.739326,0.002247,0.024719,0.1798,0.139514,0.770419,0.402,0.285
'THE STUDIO SCHOOL',4,6,7,6,6,5,1,1,4,1,279,0.021505,0.046595,0.035842,0.229391,0.645161,0,0.021505,0.319,0.22486,0.57621,0.214,0.167
'THORNTON ELEMENTARY SCHOOL',2,1,1,3,1,1,3,3,9,1,434,0.006912,0.050691,0.023041,0.656682,0.253456,0.004608,0.004608,0.871,0.291588,0.402103,0.137,0.094
'THORNTON HIGH SCHOOL',3,5,4,6,5,5,6,6,6,6,1713,0.007005,0.077058,0.032107,0.558085,0.31582,0.001168,0.008757,0.4156,0.291588,0.402103,0.137,0.094
'THORNTON MIDDLE SCHOOL',3,1,1,3,1,2,4,3,6,3,702,0.004274,0.025641,0.038462,0.74359,0.176638,0.002849,0.008547,0.886,0.291588,0.402103,0.137,0.094
'WESTGATE CHARTER',5,7,8,7,6,7,3,4,2,5,301,0,0.036545,0.009967,0.116279,0.807309,0,0.0299,0.0399,0.22486,0.57621,0.214,0.167
'WESTGATE CHARTER',6,8,7,9,8,6,5,5,5,6,301,0,0.036545,0.009967,0.116279,0.807309,0,0.0299,0.0399,0.22486,0.57621,0.214,0.167
'WESTLAKE MIDDLE SCHOOL',9,9,6,10,7,9,9,6,10,6,985,0.004061,0.083249,0.019289,0.198985,0.678173,0.00203,0.014213,0.2558,0.218034,0.742388,0.514,0.386
'WESTVIEW ELEMENTARY SCHOOL',5,6,5,6,5,5,6,6,6,6,449,0,0.064588,0.020045,0.454343,0.429844,0,0.03118,0.5947,0.368448,0.631373,0.376,0.357
'WOODGLEN ELEMENTARY SCHOOL',6,6,6,6,6,6,5,5,5,6,362,0.005525,0.033149,0.019337,0.372928,0.549724,0.002762,0.016575,0.4006,0.22486,0.57621,0.214,0.167
'ADAMS CITY HIGH SCHOOL',1,1,1,2,1,1,1,1,1,1,1689,0.007105,0.004144,0.033748,0.828301,0.123742,0.000592,0.002368,0.8076,0.28655,0.483903,0.211,0.169
'ADAMS CITY MIDDLE SCHOOL',4,3,2,3,3,5,6,3,6,6,740,0.006757,0.001351,0.017568,0.806757,0.160811,0,0.006757,0.8851,0.28655,0.483903,0.211,0.169
'ALSUP ELEMENTARY SCHOOL',4,3,5,2,5,2,5,6,1,6,598,0.006689,0.001672,0.026756,0.797659,0.155518,0,0.011706,0.8946,0.28655,0.483903,0.211,0.169
'CENTRAL ELEMENTARY SCHOOL',3,1,3,1,2,3,6,6,3,5,624,0.001603,0.003205,0.035256,0.826923,0.13141,0,0.001603,0.9025,0.28655,0.483903,0.211,0.169
'DUPONT ELEMENTARY SCHOOL',4,3,5,1,3,3,5,5,6,3,562,0.010676,0.001779,0.010676,0.823843,0.145907,0,0.007117,0.9075,0.28655,0.483903,0.211,0.169
'HANSON ELEMENTARY SCHOOL',8,3,3,1,3,1,10,10,9,13,388,0.007732,0.002577,0.015464,0.876289,0.092784,0,0.005155,0.8812,0.28655,0.483903,0.211,0.169
'KEARNEY MIDDLE SCHOOL',5,3,3,5,3,4,6,5,9,6,697,0.004304,0.001435,0.034433,0.852224,0.098996,0,0.008608,0.8867,0.28655,0.483903,0.211,0.169
'KEMP ELEMENTARY SCHOOL',6,4,4,3,4,6,6,6,5,6,482,0.008299,0,0.018672,0.827801,0.128631,0,0.016598,0.8881,0.28655,0.483903,0.211,0.169
'MONACO ELEMENTARY SCHOOL',5,3,3,4,3,3,6,6,4,5,583,0.008576,0,0.018868,0.833619,0.12693,0,0.012007,0.8834,0.28655,0.483903,0.211,0.169
'ROSE HILL ELEMENTARY SCHOOL',1,3,4,3,3,3,3,2,3,7,535,0.013084,0.005607,0.016822,0.824299,0.136449,0,0.003738,0.9008,0.28655,0.483903,0.211,0.169
'ALTURA ELEMENTARY SCHOOL',6,1,1,2,1,3,6,9,12,9,507,0.009862,0.013807,0.080868,0.745562,0.118343,0.001972,0.029586,0.9524,0.402318,0.323802,0.126,0.139
'ARKANSAS ELEMENTARY SCHOOL',1,3,3,1,3,1,3,2,3,3,513,0.005848,0.035088,0.255361,0.423002,0.224172,0.001949,0.054581,0.5914,0.351238,0.487549,0.225,0.216
'AURORA ACADEMY CHARTER SCHOOL',6,6,6,6,6,6,6,6,5,6,518,0.009653,0.025097,0.245174,0.260618,0.38417,0.001931,0.073359,0.417,0.408398,0.234598,0.098,0.121
'AURORA ACADEMY CHARTER SCHOOL',10,9,9,9,8,7,10,9,10,9,518,0.009653,0.025097,0.245174,0.260618,0.38417,0.001931,0.073359,0.417,0.408398,0.234598,0.098,0.121
'AURORA CENTRAL HIGH SCHOOL',1,1,1,3,1,1,6,5,6,6,2235,0.006711,0.076063,0.159284,0.668456,0.061745,0.005817,0.021924,0.7092,0.408398,0.234598,0.098,0.121
'AURORA FRONTIER K-8',9,7,6,6,9,8,9,7,10,6,624,0.001603,0.134615,0.165064,0.248397,0.383013,0.001603,0.065705,0.2901,0.262398,0.653248,0.322,0.325
'AURORA FRONTIER K-8',11,9,7,10,8,10,11,9,12,8,624,0.001603,0.134615,0.165064,0.248397,0.383013,0.001603,0.065705,0.2901,0.262398,0.653248,0.322,0.325
'AURORA HILLS MIDDLE SCHOOL',4,3,3,4,3,3,6,6,6,6,933,0.003215,0.027867,0.239014,0.557342,0.138264,0.002144,0.032154,0.7395,0.435153,0.354999,0.215,0.24
'AURORA QUEST K-8',13,13,13,13,13,13,13,13,13,13,604,0.006623,0.102649,0.114238,0.180464,0.514901,0.009934,0.071192,0.2583,0.435153,0.354999,0.215,0.24
'AURORA QUEST K-8',10,13,13,13,13,13,6,9,6,6,604,0.006623,0.102649,0.114238,0.180464,0.514901,0.009934,0.071192,0.2583,0.435153,0.354999,0.215,0.24
'AURORA WEST COLLEGE PREPARATORY ACADEMY',6,2,1,3,1,1,9,9,7,9,986,0.007099,0.073022,0.080122,0.773834,0.05071,0.002028,0.013185,0.9452,0.408398,0.234598,0.098,0.121
'AXL ACADEMY',6,4,5,3,5,4,6,6,6,6,450,0.013333,0.017778,0.322222,0.302222,0.293333,0,0.051111,0.5995,0.435153,0.354999,0.215,0.24
'AXL ACADEMY',7,5,6,3,5,6,10,13,7,12,450,0.013333,0.017778,0.322222,0.302222,0.293333,0,0.051111,0.5995,0.435153,0.354999,0.215,0.24
'BOSTON K-8 SCHOOL',1,1,1,3,1,1,1,1,3,1,504,0.001984,0.130952,0.107143,0.706349,0.027778,0.003968,0.021825,0.7762,0.408398,0.234598,0.098,0.121
'BOSTON K-8 SCHOOL',5,1,1,2,1,1,7,6,9,6,504,0.001984,0.130952,0.107143,0.706349,0.027778,0.003968,0.021825,0.7762,0.408398,0.234598,0.098,0.121
'CENTURY ELEMENTARY SCHOOL',5,5,5,5,5,4,6,5,7,3,371,0.005391,0.03504,0.283019,0.345013,0.274933,0,0.056604,0.7251,0.333028,0.496394,0.372,0.407
'CLYDE MILLER K-8',9,5,3,5,5,5,10,8,12,9,467,0.008565,0.012848,0.130621,0.605996,0.199143,0,0.042827,0.6886,0.402318,0.323802,0.126,0.139
'CLYDE MILLER K-8',10,6,6,6,6,6.718607,11,12,9,9,467,0.008565,0.012848,0.130621,0.605996,0.199143,0,0.042827,0.6886,0.402318,0.323802,0.126,0.139
'COLUMBIA MIDDLE SCHOOL',6,6,5,6,6,6,7,6,7,6,779,0.016688,0.038511,0.192555,0.333761,0.377407,0.003851,0.037227,0.5302,0.262398,0.653248,0.322,0.325
'CRAWFORD ELEMENTARY SCHOOL',3,1,1,1,1,1,5,6,6,6,703,0.004267,0.123755,0.093883,0.743954,0.014225,0,0.019915,0.9135,0.408398,0.234598,0.098,0.121
'DALTON ELEMENTARY SCHOOL',9,6,6,6,7,6,9,6,9,8,527,0.00759,0.058824,0.165085,0.341556,0.375712,0.001898,0.049336,0.494,0.262398,0.653248,0.322,0.325
'DARTMOUTH ELEMENTARY SCHOOL',6,3,3,3,5,3,7,7,8,9,407,0.009828,0.022113,0.125307,0.422604,0.366093,0,0.054054,0.5612,0.262398,0.653248,0.322,0.325
'EAST MIDDLE SCHOOL',6,2,1,3,1,4,9,7,8,7,984,0.005081,0.033537,0.170732,0.688008,0.07622,0.007114,0.019309,0.8181,0.402318,0.323802,0.126,0.139
'ELKHART ELEMENTARY SCHOOL',5,2,1,3,3,1,7,7,7,7,767,0.003911,0.04824,0.132986,0.71708,0.070404,0.005215,0.022164,0.9413,0.402318,0.323802,0.126,0.139
'FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL',2,1,1,1,1,3,5,6,3,5,279,0.014337,0.028674,0.075269,0.827957,0.050179,0,0.003584,0.9283,0.408398,0.234598,0.098,0.121
'FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL',5,1,1,2,3,1,6,7,3,9,279,0.014337,0.028674,0.075269,0.827957,0.050179,0,0.003584,0.9283,0.408398,0.234598,0.098,0.121
'FULTON ELEMENTARY SCHOOL',6,1,1,1,1,3,7,9,6,9,460,0.004348,0.063043,0.113043,0.715217,0.067391,0.004348,0.032609,0.9011,0.408398,0.234598,0.098,0.121
'GATEWAY HIGH SCHOOL',2,3,3,3,3,3,7,7,6,9,1665,0.007207,0.036036,0.253453,0.449249,0.207808,0.005405,0.040841,0.5736,0.435153,0.354999,0.215,0.24
'GLOBAL VILLAGE ACADEMY',5,5,5,5,5,5,6,6,5,6,327,0.003058,0.067278,0.009174,0.385321,0.489297,0.003058,0.042813,0.1804,0.368448,0.631373,0.376,0.357
'GLOBAL VILLAGE ACADEMY',6,5,5,5,5,2,8,9,6,9,327,0.003058,0.067278,0.009174,0.385321,0.489297,0.003058,0.042813,0.1804,0.368448,0.631373,0.376,0.357
'HINKLEY HIGH SCHOOL',3,4,3,6,3,5,6,7,6,6,2054,0.003895,0.045278,0.157254,0.615385,0.142648,0.008277,0.027264,0.6874,0.402318,0.323802,0.126,0.139
'IOWA ELEMENTARY SCHOOL',6,4,5,3,5,5,8,9,6,10,480,0.004167,0.039583,0.229167,0.422917,0.25,0.00625,0.047917,0.7516,0.351238,0.487549,0.225,0.216
'JEWELL ELEMENTARY SCHOOL',1,5,4,5,5,3,3,3,1,3,526,0.009506,0.045627,0.273764,0.431559,0.197719,0.003802,0.038023,0.7066,0.435153,0.354999,0.215,0.24
